roomidx ,idx ,romname ,minpeople,maxpeople,price,r_check,content,col1,col2
1533,384,봄방,2,4,50000,0,,,
1534,384,여름방,2,6,70000,0,,,
1535,384,가을방,4,6,80000,0,,,
1536,384,겨울방,8,10,150000,0,,,
1537,385,봄방,2,4,50000,0,,,
1538,385,여름방,2,6,70000,0,,,
1539,385,가을방,4,6,80000,0,,,
1540,385,겨울방,8,10,150000,0,,,
1541,386,봄방,2,4,50000,0,,,
1542,386,여름방,2,6,70000,0,,,
1543,386,가을방,4,6,80000,0,,,
1544,386,겨울방,8,10,150000,0,,,
1545,387,봄방,2,4,50000,0,,,
1546,387,여름방,2,6,70000,0,,,
1547,387,가을방,4,6,80000,0,,,
1548,387,겨울방,8,10,150000,0,,,
1549,388,봄방,2,4,50000,0,,,
1550,388,여름방,2,6,70000,0,,,
1551,388,가을방,4,6,80000,0,,,
1552,388,겨울방,8,10,150000,0,,,
1553,389,봄방,2,4,50000,0,,,
1554,389,여름방,2,6,70000,0,,,
1555,389,가을방,4,6,80000,0,,,
1556,389,겨울방,8,10,150000,0,,,
1557,390,봄방,2,4,50000,0,,,
1558,390,여름방,2,6,70000,0,,,
1559,390,가을방,4,6,80000,0,,,
1560,390,겨울방,8,10,150000,0,,,
1561,391,봄방,2,4,50000,0,,,
1562,391,여름방,2,6,70000,0,,,
1563,391,가을방,4,6,80000,0,,,
1564,391,겨울방,8,10,150000,0,,,
1565,392,봄방,2,4,50000,0,,,
1566,392,여름방,2,6,70000,0,,,
1567,392,가을방,4,6,80000,0,,,
1568,392,겨울방,8,10,150000,0,,,
1569,393,봄방,2,4,50000,0,,,
1570,393,여름방,2,6,70000,0,,,
1571,393,가을방,4,6,80000,0,,,
1572,393,겨울방,8,10,150000,0,,,
1573,394,봄방,2,4,50000,0,,,
1574,394,여름방,2,6,70000,0,,,
1575,394,가을방,4,6,80000,0,,,
1576,394,겨울방,8,10,150000,0,,,
1577,395,봄방,2,4,50000,0,,,
1578,395,여름방,2,6,70000,0,,,
1579,395,가을방,4,6,80000,0,,,
1580,395,겨울방,8,10,150000,0,,,
1581,396,봄방,2,4,50000,0,,,
1582,396,여름방,2,6,70000,0,,,
1583,396,가을방,4,6,80000,0,,,
1584,396,겨울방,8,10,150000,0,,,
1585,397,봄방,2,4,50000,0,,,
1586,397,여름방,2,6,70000,0,,,
1587,397,가을방,4,6,80000,0,,,
1588,397,겨울방,8,10,150000,0,,,
1589,398,봄방,2,4,50000,0,,,
1590,398,여름방,2,6,70000,0,,,
1591,398,가을방,4,6,80000,0,,,
1592,398,겨울방,8,10,150000,0,,,
1593,399,봄방,2,4,50000,0,,,
1594,399,여름방,2,6,70000,0,,,
1595,399,가을방,4,6,80000,0,,,
1596,399,겨울방,8,10,150000,0,,,
1597,400,봄방,2,4,50000,0,,,
1598,400,여름방,2,6,70000,0,,,
1599,400,가을방,4,6,80000,0,,,
1600,400,겨울방,8,10,150000,0,,,
1601,401,봄방,2,4,50000,0,,,
1602,401,여름방,2,6,70000,0,,,
1603,401,가을방,4,6,80000,0,,,
1604,401,겨울방,8,10,150000,0,,,
1605,402,봄방,2,4,50000,0,,,
1606,402,여름방,2,6,70000,0,,,
1607,402,가을방,4,6,80000,0,,,
1608,402,겨울방,8,10,150000,0,,,
1609,403,봄방,2,4,50000,0,,,
1610,403,여름방,2,6,70000,0,,,
1611,403,가을방,4,6,80000,0,,,
1612,403,겨울방,8,10,150000,0,,,
1613,404,봄방,2,4,50000,0,,,
1614,404,여름방,2,6,70000,0,,,
1615,404,가을방,4,6,80000,0,,,
1616,404,겨울방,8,10,150000,0,,,
1617,405,봄방,2,4,50000,0,,,
1618,405,여름방,2,6,70000,0,,,
1619,405,가을방,4,6,80000,0,,,
1620,405,겨울방,8,10,150000,0,,,
1621,406,봄방,2,4,50000,0,,,
1622,406,여름방,2,6,70000,0,,,
1623,406,가을방,4,6,80000,0,,,
1624,406,겨울방,8,10,150000,0,,,
1625,407,봄방,2,4,50000,0,,,
1626,407,여름방,2,6,70000,0,,,
1627,407,가을방,4,6,80000,0,,,
1628,407,겨울방,8,10,150000,0,,,
1629,408,봄방,2,4,50000,0,,,
1630,408,여름방,2,6,70000,0,,,
1631,408,가을방,4,6,80000,0,,,
1632,408,겨울방,8,10,150000,0,,,
1633,409,봄방,2,4,50000,0,,,
1634,409,여름방,2,6,70000,0,,,
1635,409,가을방,4,6,80000,0,,,
1636,409,겨울방,8,10,150000,0,,,
1637,410,봄방,2,4,50000,0,,,
1638,410,여름방,2,6,70000,0,,,
1639,410,가을방,4,6,80000,0,,,
1640,410,겨울방,8,10,150000,0,,,
1641,411,봄방,2,4,50000,0,,,
1642,411,여름방,2,6,70000,0,,,
1643,411,가을방,4,6,80000,0,,,
1644,411,겨울방,8,10,150000,0,,,
1645,412,봄방,2,4,50000,0,,,
1646,412,여름방,2,6,70000,0,,,
1647,412,가을방,4,6,80000,0,,,
1648,412,겨울방,8,10,150000,0,,,
1649,413,봄방,2,4,50000,0,,,
1650,413,여름방,2,6,70000,0,,,
1651,413,가을방,4,6,80000,0,,,
1652,413,겨울방,8,10,150000,0,,,
1653,414,봄방,2,4,50000,0,,,
1654,414,여름방,2,6,70000,0,,,
1655,414,가을방,4,6,80000,0,,,
1656,414,겨울방,8,10,150000,0,,,
1657,415,봄방,2,4,50000,0,,,
1658,415,여름방,2,6,70000,0,,,
1659,415,가을방,4,6,80000,0,,,
1660,415,겨울방,8,10,150000,0,,,
1661,416,봄방,2,4,50000,0,,,
1662,416,여름방,2,6,70000,0,,,
1663,416,가을방,4,6,80000,0,,,
1664,416,겨울방,8,10,150000,0,,,
1665,417,봄방,2,4,50000,0,,,
1666,417,여름방,2,6,70000,0,,,
1667,417,가을방,4,6,80000,0,,,
1668,417,겨울방,8,10,150000,0,,,
1669,418,봄방,2,4,50000,0,,,
1670,418,여름방,2,6,70000,0,,,
1671,418,가을방,4,6,80000,0,,,
1672,418,겨울방,8,10,150000,0,,,
1673,419,봄방,2,4,50000,0,,,
1674,419,여름방,2,6,70000,0,,,
1675,419,가을방,4,6,80000,0,,,
1676,419,겨울방,8,10,150000,0,,,
1677,420,봄방,2,4,50000,0,,,
1678,420,여름방,2,6,70000,0,,,
1679,420,가을방,4,6,80000,0,,,
1680,420,겨울방,8,10,150000,0,,,
1681,421,봄방,2,4,50000,0,,,
1682,421,여름방,2,6,70000,0,,,
1683,421,가을방,4,6,80000,0,,,
1684,421,겨울방,8,10,150000,0,,,
1685,422,봄방,2,4,50000,0,,,
1686,422,여름방,2,6,70000,0,,,
1687,422,가을방,4,6,80000,0,,,
1688,422,겨울방,8,10,150000,0,,,
1689,423,봄방,2,4,50000,0,,,
1690,423,여름방,2,6,70000,0,,,
1691,423,가을방,4,6,80000,0,,,
1692,423,겨울방,8,10,150000,0,,,
1693,424,봄방,2,4,50000,0,,,
1694,424,여름방,2,6,70000,0,,,
1695,424,가을방,4,6,80000,0,,,
1696,424,겨울방,8,10,150000,0,,,
1697,425,봄방,2,4,50000,0,,,
1698,425,여름방,2,6,70000,0,,,
1699,425,가을방,4,6,80000,0,,,
1700,425,겨울방,8,10,150000,0,,,
1701,426,봄방,2,4,50000,0,,,
1702,426,여름방,2,6,70000,0,,,
1703,426,가을방,4,6,80000,0,,,
1704,426,겨울방,8,10,150000,0,,,
1705,427,봄방,2,4,50000,0,,,
1706,427,여름방,2,6,70000,0,,,
1707,427,가을방,4,6,80000,0,,,
1708,427,겨울방,8,10,150000,0,,,
1709,428,봄방,2,4,50000,0,,,
1710,428,여름방,2,6,70000,0,,,
1711,428,가을방,4,6,80000,0,,,
1712,428,겨울방,8,10,150000,0,,,
1713,429,봄방,2,4,50000,0,,,
1714,429,여름방,2,6,70000,0,,,
1715,429,가을방,4,6,80000,0,,,
1716,429,겨울방,8,10,150000,0,,,
1717,430,봄방,2,4,50000,0,,,
1718,430,여름방,2,6,70000,0,,,
1719,430,가을방,4,6,80000,0,,,
1720,430,겨울방,8,10,150000,0,,,
1721,431,봄방,2,4,50000,0,,,
1722,431,여름방,2,6,70000,0,,,
1723,431,가을방,4,6,80000,0,,,
1724,431,겨울방,8,10,150000,0,,,
1725,432,봄방,2,4,50000,0,,,
1726,432,여름방,2,6,70000,0,,,
1727,432,가을방,4,6,80000,0,,,
1728,432,겨울방,8,10,150000,0,,,
1729,433,봄방,2,4,50000,0,,,
1730,433,여름방,2,6,70000,0,,,
1731,433,가을방,4,6,80000,0,,,
1732,433,겨울방,8,10,150000,0,,,
1733,434,봄방,2,4,50000,0,,,
1734,434,여름방,2,6,70000,0,,,
1735,434,가을방,4,6,80000,0,,,
1736,434,겨울방,8,10,150000,0,,,
1737,435,봄방,2,4,50000,0,,,
1738,435,여름방,2,6,70000,0,,,
1739,435,가을방,4,6,80000,0,,,
1740,435,겨울방,8,10,150000,0,,,
1741,436,봄방,2,4,50000,0,,,
1742,436,여름방,2,6,70000,0,,,
1743,436,가을방,4,6,80000,0,,,
1744,436,겨울방,8,10,150000,0,,,
1745,437,봄방,2,4,50000,0,,,
1746,437,여름방,2,6,70000,0,,,
1747,437,가을방,4,6,80000,0,,,
1748,437,겨울방,8,10,150000,0,,,
1749,438,봄방,2,4,50000,0,,,
1750,438,여름방,2,6,70000,0,,,
1751,438,가을방,4,6,80000,0,,,
1752,438,겨울방,8,10,150000,0,,,
1753,439,봄방,2,4,50000,0,,,
1754,439,여름방,2,6,70000,0,,,
1755,439,가을방,4,6,80000,0,,,
1756,439,겨울방,8,10,150000,0,,,
1757,440,봄방,2,4,50000,0,,,
1758,440,여름방,2,6,70000,0,,,
1759,440,가을방,4,6,80000,0,,,
1760,440,겨울방,8,10,150000,0,,,
1761,441,봄방,2,4,50000,0,,,
1762,441,여름방,2,6,70000,0,,,
1763,441,가을방,4,6,80000,0,,,
1764,441,겨울방,8,10,150000,0,,,
1765,442,봄방,2,4,50000,0,,,
1766,442,여름방,2,6,70000,0,,,
1767,442,가을방,4,6,80000,0,,,
1768,442,겨울방,8,10,150000,0,,,
1769,443,봄방,2,4,50000,0,,,
1770,443,여름방,2,6,70000,0,,,
1771,443,가을방,4,6,80000,0,,,
1772,443,겨울방,8,10,150000,0,,,
1773,444,봄방,2,4,50000,0,,,
1774,444,여름방,2,6,70000,0,,,
1775,444,가을방,4,6,80000,0,,,
1776,444,겨울방,8,10,150000,0,,,
1777,445,봄방,2,4,50000,0,,,
1778,445,여름방,2,6,70000,0,,,
1779,445,가을방,4,6,80000,0,,,
1780,445,겨울방,8,10,150000,0,,,
1781,446,봄방,2,4,50000,0,,,
1782,446,여름방,2,6,70000,0,,,
1783,446,가을방,4,6,80000,0,,,
1784,446,겨울방,8,10,150000,0,,,
1785,447,봄방,2,4,50000,0,,,
1786,447,여름방,2,6,70000,0,,,
1787,447,가을방,4,6,80000,0,,,
1788,447,겨울방,8,10,150000,0,,,
1789,448,봄방,2,4,50000,0,,,
1790,448,여름방,2,6,70000,0,,,
1791,448,가을방,4,6,80000,0,,,
1792,448,겨울방,8,10,150000,0,,,
1793,449,봄방,2,4,50000,0,,,
1794,449,여름방,2,6,70000,0,,,
1795,449,가을방,4,6,80000,0,,,
1796,449,겨울방,8,10,150000,0,,,
1797,450,봄방,2,4,50000,0,,,
1798,450,여름방,2,6,70000,0,,,
1799,450,가을방,4,6,80000,0,,,
1800,450,겨울방,8,10,150000,0,,,
1801,451,봄방,2,4,50000,0,,,
1802,451,여름방,2,6,70000,0,,,
1803,451,가을방,4,6,80000,0,,,
1804,451,겨울방,8,10,150000,0,,,
1805,452,봄방,2,4,50000,0,,,
1806,452,여름방,2,6,70000,0,,,
1807,452,가을방,4,6,80000,0,,,
1808,452,겨울방,8,10,150000,0,,,
1809,453,봄방,2,4,50000,0,,,
1810,453,여름방,2,6,70000,0,,,
1811,453,가을방,4,6,80000,0,,,
1812,453,겨울방,8,10,150000,0,,,
1813,454,봄방,2,4,50000,0,,,
1814,454,여름방,2,6,70000,0,,,
1815,454,가을방,4,6,80000,0,,,
1816,454,겨울방,8,10,150000,0,,,
1817,455,봄방,2,4,50000,0,,,
1818,455,여름방,2,6,70000,0,,,
1819,455,가을방,4,6,80000,0,,,
1820,455,겨울방,8,10,150000,0,,,
1821,456,봄방,2,4,50000,0,,,
1822,456,여름방,2,6,70000,0,,,
1823,456,가을방,4,6,80000,0,,,
1824,456,겨울방,8,10,150000,0,,,
1825,457,봄방,2,4,50000,0,,,
1826,457,여름방,2,6,70000,0,,,
1827,457,가을방,4,6,80000,0,,,
1828,457,겨울방,8,10,150000,0,,,
1829,458,봄방,2,4,50000,0,,,
1830,458,여름방,2,6,70000,0,,,
1831,458,가을방,4,6,80000,0,,,
1832,458,겨울방,8,10,150000,0,,,
1833,459,봄방,2,4,50000,0,,,
1834,459,여름방,2,6,70000,0,,,
1835,459,가을방,4,6,80000,0,,,
1836,459,겨울방,8,10,150000,0,,,
1837,460,봄방,2,4,50000,0,,,
1838,460,여름방,2,6,70000,0,,,
1839,460,가을방,4,6,80000,0,,,
1840,460,겨울방,8,10,150000,0,,,
1841,461,봄방,2,4,50000,0,,,
1842,461,여름방,2,6,70000,0,,,
1843,461,가을방,4,6,80000,0,,,
1844,461,겨울방,8,10,150000,0,,,
1845,462,봄방,2,4,50000,0,,,
1846,462,여름방,2,6,70000,0,,,
1847,462,가을방,4,6,80000,0,,,
1848,462,겨울방,8,10,150000,0,,,
1849,463,봄방,2,4,50000,0,,,
1850,463,여름방,2,6,70000,0,,,
1851,463,가을방,4,6,80000,0,,,
1852,463,겨울방,8,10,150000,0,,,
1853,464,봄방,2,4,50000,0,,,
1854,464,여름방,2,6,70000,0,,,
1855,464,가을방,4,6,80000,0,,,
1856,464,겨울방,8,10,150000,0,,,
1857,465,봄방,2,4,50000,0,,,
1858,465,여름방,2,6,70000,0,,,
1859,465,가을방,4,6,80000,0,,,
1860,465,겨울방,8,10,150000,0,,,
1861,466,봄방,2,4,50000,0,,,
1862,466,여름방,2,6,70000,0,,,
1863,466,가을방,4,6,80000,0,,,
1864,466,겨울방,8,10,150000,0,,,
1865,467,봄방,2,4,50000,0,,,
1866,467,여름방,2,6,70000,0,,,
1867,467,가을방,4,6,80000,0,,,
1868,467,겨울방,8,10,150000,0,,,
1869,468,봄방,2,4,50000,0,,,
1870,468,여름방,2,6,70000,0,,,
1871,468,가을방,4,6,80000,0,,,
1872,468,겨울방,8,10,150000,0,,,
1873,469,봄방,2,4,50000,0,,,
1874,469,여름방,2,6,70000,0,,,
1875,469,가을방,4,6,80000,0,,,
1876,469,겨울방,8,10,150000,0,,,
1877,470,봄방,2,4,50000,0,,,
1878,470,여름방,2,6,70000,0,,,
1879,470,가을방,4,6,80000,0,,,
1880,470,겨울방,8,10,150000,0,,,
1881,471,봄방,2,4,50000,0,,,
1882,471,여름방,2,6,70000,0,,,
1883,471,가을방,4,6,80000,0,,,
1884,471,겨울방,8,10,150000,0,,,
1885,472,봄방,2,4,50000,0,,,
1886,472,여름방,2,6,70000,0,,,
1887,472,가을방,4,6,80000,0,,,
1888,472,겨울방,8,10,150000,0,,,
1889,473,봄방,2,4,50000,0,,,
1890,473,여름방,2,6,70000,0,,,
1891,473,가을방,4,6,80000,0,,,
1892,473,겨울방,8,10,150000,0,,,
1893,474,봄방,2,4,50000,0,,,
1894,474,여름방,2,6,70000,0,,,
1895,474,가을방,4,6,80000,0,,,
1896,474,겨울방,8,10,150000,0,,,
1897,475,봄방,2,4,50000,0,,,
1898,475,여름방,2,6,70000,0,,,
1899,475,가을방,4,6,80000,0,,,
1900,475,겨울방,8,10,150000,0,,,
1901,476,봄방,2,4,50000,0,,,
1902,476,여름방,2,6,70000,0,,,
1903,476,가을방,4,6,80000,0,,,
1904,476,겨울방,8,10,150000,0,,,
1905,477,봄방,2,4,50000,0,,,
1906,477,여름방,2,6,70000,0,,,
1907,477,가을방,4,6,80000,0,,,
1908,477,겨울방,8,10,150000,0,,,
1909,478,봄방,2,4,50000,0,,,
1910,478,여름방,2,6,70000,0,,,
1911,478,가을방,4,6,80000,0,,,
1912,478,겨울방,8,10,150000,0,,,
1913,479,봄방,2,4,50000,0,,,
1914,479,여름방,2,6,70000,0,,,
1915,479,가을방,4,6,80000,0,,,
1916,479,겨울방,8,10,150000,0,,,
1917,480,봄방,2,4,50000,0,,,
1918,480,여름방,2,6,70000,0,,,
1919,480,가을방,4,6,80000,0,,,
1920,480,겨울방,8,10,150000,0,,,
1921,481,봄방,2,4,50000,0,,,
1922,481,여름방,2,6,70000,0,,,
1923,481,가을방,4,6,80000,0,,,
1924,481,겨울방,8,10,150000,0,,,
1925,482,봄방,2,4,50000,0,,,
1926,482,여름방,2,6,70000,0,,,
1927,482,가을방,4,6,80000,0,,,
1928,482,겨울방,8,10,150000,0,,,
1929,483,봄방,2,4,50000,0,,,
1930,483,여름방,2,6,70000,0,,,
1931,483,가을방,4,6,80000,0,,,
1932,483,겨울방,8,10,150000,0,,,
1933,484,봄방,2,4,50000,0,,,
1934,484,여름방,2,6,70000,0,,,
1935,484,가을방,4,6,80000,0,,,
1936,484,겨울방,8,10,150000,0,,,
1937,485,봄방,2,4,50000,0,,,
1938,485,여름방,2,6,70000,0,,,
1939,485,가을방,4,6,80000,0,,,
1940,485,겨울방,8,10,150000,0,,,
1941,486,봄방,2,4,50000,0,,,
1942,486,여름방,2,6,70000,0,,,
1943,486,가을방,4,6,80000,0,,,
1944,486,겨울방,8,10,150000,0,,,
1945,487,봄방,2,4,50000,0,,,
1946,487,여름방,2,6,70000,0,,,
1947,487,가을방,4,6,80000,0,,,
1948,487,겨울방,8,10,150000,0,,,
1949,488,봄방,2,4,50000,0,,,
1950,488,여름방,2,6,70000,0,,,
1951,488,가을방,4,6,80000,0,,,
1952,488,겨울방,8,10,150000,0,,,
1953,489,봄방,2,4,50000,0,,,
1954,489,여름방,2,6,70000,0,,,
1955,489,가을방,4,6,80000,0,,,
1956,489,겨울방,8,10,150000,0,,,
1957,490,봄방,2,4,50000,0,,,
1958,490,여름방,2,6,70000,0,,,
1959,490,가을방,4,6,80000,0,,,
1960,490,겨울방,8,10,150000,0,,,
1961,491,봄방,2,4,50000,0,,,
1962,491,여름방,2,6,70000,0,,,
1963,491,가을방,4,6,80000,0,,,
1964,491,겨울방,8,10,150000,0,,,
1965,492,봄방,2,4,50000,0,,,
1966,492,여름방,2,6,70000,0,,,
1967,492,가을방,4,6,80000,0,,,
1968,492,겨울방,8,10,150000,0,,,
1969,493,봄방,2,4,50000,0,,,
1970,493,여름방,2,6,70000,0,,,
1971,493,가을방,4,6,80000,0,,,
1972,493,겨울방,8,10,150000,0,,,
1973,494,봄방,2,4,50000,0,,,
1974,494,여름방,2,6,70000,0,,,
1975,494,가을방,4,6,80000,0,,,
1976,494,겨울방,8,10,150000,0,,,
1977,495,봄방,2,4,50000,0,,,
1978,495,여름방,2,6,70000,0,,,
1979,495,가을방,4,6,80000,0,,,
1980,495,겨울방,8,10,150000,0,,,
1981,496,봄방,2,4,50000,0,,,
1982,496,여름방,2,6,70000,0,,,
1983,496,가을방,4,6,80000,0,,,
1984,496,겨울방,8,10,150000,0,,,
1985,497,봄방,2,4,50000,0,,,
1986,497,여름방,2,6,70000,0,,,
1987,497,가을방,4,6,80000,0,,,
1988,497,겨울방,8,10,150000,0,,,
1989,498,봄방,2,4,50000,0,,,
1990,498,여름방,2,6,70000,0,,,
1991,498,가을방,4,6,80000,0,,,
1992,498,겨울방,8,10,150000,0,,,
1993,499,봄방,2,4,50000,0,,,
1994,499,여름방,2,6,70000,0,,,
1995,499,가을방,4,6,80000,0,,,
1996,499,겨울방,8,10,150000,0,,,
1997,500,봄방,2,4,50000,0,,,
1998,500,여름방,2,6,70000,0,,,
1999,500,가을방,4,6,80000,0,,,
2000,500,겨울방,8,10,150000,0,,,
2001,501,봄방,2,4,50000,0,,,
2002,501,여름방,2,6,70000,0,,,
2003,501,가을방,4,6,80000,0,,,
2004,501,겨울방,8,10,150000,0,,,
2005,502,봄방,2,4,50000,0,,,
2006,502,여름방,2,6,70000,0,,,
2007,502,가을방,4,6,80000,0,,,
2008,502,겨울방,8,10,150000,0,,,
2009,503,봄방,2,4,50000,0,,,
2010,503,여름방,2,6,70000,0,,,
2011,503,가을방,4,6,80000,0,,,
2012,503,겨울방,8,10,150000,0,,,
2013,504,봄방,2,4,50000,0,,,
2014,504,여름방,2,6,70000,0,,,
2015,504,가을방,4,6,80000,0,,,
2016,504,겨울방,8,10,150000,0,,,
2017,505,봄방,2,4,50000,0,,,
2018,505,여름방,2,6,70000,0,,,
2019,505,가을방,4,6,80000,0,,,
2020,505,겨울방,8,10,150000,0,,,
2021,506,봄방,2,4,50000,0,,,
2022,506,여름방,2,6,70000,0,,,
2023,506,가을방,4,6,80000,0,,,
2024,506,겨울방,8,10,150000,0,,,
2025,507,봄방,2,4,50000,0,,,
2026,507,여름방,2,6,70000,0,,,
2027,507,가을방,4,6,80000,0,,,
2028,507,겨울방,8,10,150000,0,,,
2029,508,봄방,2,4,50000,0,,,
2030,508,여름방,2,6,70000,0,,,
2031,508,가을방,4,6,80000,0,,,
2032,508,겨울방,8,10,150000,0,,,
2033,509,봄방,2,4,50000,0,,,
2034,509,여름방,2,6,70000,0,,,
2035,509,가을방,4,6,80000,0,,,
2036,509,겨울방,8,10,150000,0,,,
2037,510,봄방,2,4,50000,0,,,
2038,510,여름방,2,6,70000,0,,,
2039,510,가을방,4,6,80000,0,,,
2040,510,겨울방,8,10,150000,0,,,
2041,511,봄방,2,4,50000,0,,,
2042,511,여름방,2,6,70000,0,,,
2043,511,가을방,4,6,80000,0,,,
2044,511,겨울방,8,10,150000,0,,,
2045,512,봄방,2,4,50000,0,,,
2046,512,여름방,2,6,70000,0,,,
2047,512,가을방,4,6,80000,0,,,
2048,512,겨울방,8,10,150000,0,,,
2049,513,봄방,2,4,50000,0,,,
2050,513,여름방,2,6,70000,0,,,
2051,513,가을방,4,6,80000,0,,,
2052,513,겨울방,8,10,150000,0,,,
2053,514,봄방,2,4,50000,0,,,
2054,514,여름방,2,6,70000,0,,,
2055,514,가을방,4,6,80000,0,,,
2056,514,겨울방,8,10,150000,0,,,
2057,515,봄방,2,4,50000,0,,,
2058,515,여름방,2,6,70000,0,,,
2059,515,가을방,4,6,80000,0,,,
2060,515,겨울방,8,10,150000,0,,,
2061,516,봄방,2,4,50000,0,,,
2062,516,여름방,2,6,70000,0,,,
2063,516,가을방,4,6,80000,0,,,
2064,516,겨울방,8,10,150000,0,,,
2065,517,봄방,2,4,50000,0,,,
2066,517,여름방,2,6,70000,0,,,
2067,517,가을방,4,6,80000,0,,,
2068,517,겨울방,8,10,150000,0,,,
2069,518,봄방,2,4,50000,0,,,
2070,518,여름방,2,6,70000,0,,,
2071,518,가을방,4,6,80000,0,,,
2072,518,겨울방,8,10,150000,0,,,
2073,519,봄방,2,4,50000,0,,,
2074,519,여름방,2,6,70000,0,,,
2075,519,가을방,4,6,80000,0,,,
2076,519,겨울방,8,10,150000,0,,,
2077,520,봄방,2,4,50000,0,,,
2078,520,여름방,2,6,70000,0,,,
2079,520,가을방,4,6,80000,0,,,
2080,520,겨울방,8,10,150000,0,,,
2081,521,봄방,2,4,50000,0,,,
2082,521,여름방,2,6,70000,0,,,
2083,521,가을방,4,6,80000,0,,,
2084,521,겨울방,8,10,150000,0,,,
2085,522,봄방,2,4,50000,0,,,
2086,522,여름방,2,6,70000,0,,,
2087,522,가을방,4,6,80000,0,,,
2088,522,겨울방,8,10,150000,0,,,
2089,523,봄방,2,4,50000,0,,,
2090,523,여름방,2,6,70000,0,,,
2091,523,가을방,4,6,80000,0,,,
2092,523,겨울방,8,10,150000,0,,,
2093,524,봄방,2,4,50000,0,,,
2094,524,여름방,2,6,70000,0,,,
2095,524,가을방,4,6,80000,0,,,
2096,524,겨울방,8,10,150000,0,,,
2097,525,봄방,2,4,50000,0,,,
2098,525,여름방,2,6,70000,0,,,
2099,525,가을방,4,6,80000,0,,,
2100,525,겨울방,8,10,150000,0,,,
2101,526,봄방,2,4,50000,0,,,
2102,526,여름방,2,6,70000,0,,,
2103,526,가을방,4,6,80000,0,,,
2104,526,겨울방,8,10,150000,0,,,
2105,527,봄방,2,4,50000,0,,,
2106,527,여름방,2,6,70000,0,,,
2107,527,가을방,4,6,80000,0,,,
2108,527,겨울방,8,10,150000,0,,,
2109,528,봄방,2,4,50000,0,,,
2110,528,여름방,2,6,70000,0,,,
2111,528,가을방,4,6,80000,0,,,
2112,528,겨울방,8,10,150000,0,,,
2113,529,봄방,2,4,50000,0,,,
2114,529,여름방,2,6,70000,0,,,
2115,529,가을방,4,6,80000,0,,,
2116,529,겨울방,8,10,150000,0,,,
2117,530,봄방,2,4,50000,0,,,
2118,530,여름방,2,6,70000,0,,,
2119,530,가을방,4,6,80000,0,,,
2120,530,겨울방,8,10,150000,0,,,
2121,531,봄방,2,4,50000,0,,,
2122,531,여름방,2,6,70000,0,,,
2123,531,가을방,4,6,80000,0,,,
2124,531,겨울방,8,10,150000,0,,,
2125,532,봄방,2,4,50000,0,,,
2126,532,여름방,2,6,70000,0,,,
2127,532,가을방,4,6,80000,0,,,
2128,532,겨울방,8,10,150000,0,,,
2129,533,봄방,2,4,50000,0,,,
2130,533,여름방,2,6,70000,0,,,
2131,533,가을방,4,6,80000,0,,,
2132,533,겨울방,8,10,150000,0,,,
2133,534,봄방,2,4,50000,0,,,
2134,534,여름방,2,6,70000,0,,,
2135,534,가을방,4,6,80000,0,,,
2136,534,겨울방,8,10,150000,0,,,
2137,535,봄방,2,4,50000,0,,,
2138,535,여름방,2,6,70000,0,,,
2139,535,가을방,4,6,80000,0,,,
2140,535,겨울방,8,10,150000,0,,,
2141,536,봄방,2,4,50000,0,,,
2142,536,여름방,2,6,70000,0,,,
2143,536,가을방,4,6,80000,0,,,
2144,536,겨울방,8,10,150000,0,,,
2145,537,봄방,2,4,50000,0,,,
2146,537,여름방,2,6,70000,0,,,
2147,537,가을방,4,6,80000,0,,,
2148,537,겨울방,8,10,150000,0,,,
2149,538,봄방,2,4,50000,0,,,
2150,538,여름방,2,6,70000,0,,,
2151,538,가을방,4,6,80000,0,,,
2152,538,겨울방,8,10,150000,0,,,
2153,539,봄방,2,4,50000,0,,,
2154,539,여름방,2,6,70000,0,,,
2155,539,가을방,4,6,80000,0,,,
2156,539,겨울방,8,10,150000,0,,,
2157,540,봄방,2,4,50000,0,,,
2158,540,여름방,2,6,70000,0,,,
2159,540,가을방,4,6,80000,0,,,
2160,540,겨울방,8,10,150000,0,,,
2161,541,봄방,2,4,50000,0,,,
2162,541,여름방,2,6,70000,0,,,
2163,541,가을방,4,6,80000,0,,,
2164,541,겨울방,8,10,150000,0,,,
2165,542,봄방,2,4,50000,0,,,
2166,542,여름방,2,6,70000,0,,,
2167,542,가을방,4,6,80000,0,,,
2168,542,겨울방,8,10,150000,0,,,
2169,543,봄방,2,4,50000,0,,,
2170,543,여름방,2,6,70000,0,,,
2171,543,가을방,4,6,80000,0,,,
2172,543,겨울방,8,10,150000,0,,,
2173,544,봄방,2,4,50000,0,,,
2174,544,여름방,2,6,70000,0,,,
2175,544,가을방,4,6,80000,0,,,
2176,544,겨울방,8,10,150000,0,,,
2177,545,봄방,2,4,50000,0,,,
2178,545,여름방,2,6,70000,0,,,
2179,545,가을방,4,6,80000,0,,,
2180,545,겨울방,8,10,150000,0,,,
2181,546,봄방,2,4,50000,0,,,
2182,546,여름방,2,6,70000,0,,,
2183,546,가을방,4,6,80000,0,,,
2184,546,겨울방,8,10,150000,0,,,
2185,547,봄방,2,4,50000,0,,,
2186,547,여름방,2,6,70000,0,,,
2187,547,가을방,4,6,80000,0,,,
2188,547,겨울방,8,10,150000,0,,,
2189,548,봄방,2,4,50000,0,,,
